Portfolio;Date;Identifier;Amount
UNDESIRED MOMENTUM;2024-03-01 00:00:00;FFIV UW Equity;-0.012813477
UNDESIRED MOMENTUM;2024-03-01 00:00:00;DD UN Equity;0.007353048
UNDESIRED MOMENTUM;2024-03-01 00:00:00;MCK UN Equity;-0.001649359
UNDESIRED MOMENTUM;2024-03-01 00:00:00;OMC UN Equity;0.002041294
UNDESIRED MOMENTUM;2024-03-01 00:00:00;IVZ UN Equity;0.000932974
UNDESIRED MOMENTUM;2024-03-01 00:00:00;CMCSA UW Equity;0.01530032
UNDESIRED MOMENTUM;2024-03-01 00:00:00;CVS UN Equity;0.002165732
UNDESIRED MOMENTUM;2024-03-01 00:00:00;PAYX UW Equity;-0.016371253
UNDESIRED MOMENTUM;2024-03-01 00:00:00;HD UN Equity;-0.001089321
UNDESIRED MOMENTUM;2024-03-01 00:00:00;TECH UW Equity;0.001104517
UNDESIRED MOMENTUM;2024-03-01 00:00:00;CMS UN Equity;0.009855755
UNDESIRED MOMENTUM;2024-03-01 00:00:00;DGX UN Equity;-0.016785303
UNDESIRED MOMENTUM;2024-03-01 00:00:00;FIS UN Equity;-0.003177629
UNDESIRED MOMENTUM;2024-03-01 00:00:00;EXPD UW Equity;0.002153044
UNDESIRED MOMENTUM;2024-03-01 00:00:00;VMC UN Equity;0.005291557
UNDESIRED MOMENTUM;2024-03-01 00:00:00;ESS UN Equity;0.005915933
UNDESIRED MOMENTUM;2024-03-01 00:00:00;MLM UN Equity;-0.004799021
UNDESIRED MOMENTUM;2024-03-01 00:00:00;AFL UN Equity;0.011368921
UNDESIRED MOMENTUM;2024-03-01 00:00:00;AOS UN Equity;0.004889597
UNDESIRED MOMENTUM;2024-03-01 00:00:00;HSY UN Equity;0.003239298
UNDESIRED MOMENTUM;2024-03-01 00:00:00;F UN Equity;0.000878693
UNDESIRED MOMENTUM;2024-03-01 00:00:00;MSFT UW Equity;0.005233044
UNDESIRED MOMENTUM;2024-03-01 00:00:00;SWKS UW Equity;0.000568131
UNDESIRED MOMENTUM;2024-03-01 00:00:00;WAT UN Equity;-0.006706041
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DHI UN Equity;0.001040593
UNDESIRED MOMENTUM;2024-04-01 00:00:00;NDSN UW Equity;0.006318705
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DUK UN Equity;-0.002434913
UNDESIRED MOMENTUM;2024-04-01 00:00:00;NEM UN Equity;0.010944829
UNDESIRED MOMENTUM;2024-04-01 00:00:00;COF UN Equity;0.013492123
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WELL UN Equity;0.008958592
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HBAN UW Equity;-0.009472675
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WM UN Equity;0.008702902
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SBUX UW Equity;0.000946801
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PH UN Equity;0.015612033
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GWW UN Equity;0.008346542
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ROK UN Equity;-0.004986921
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ABT UN Equity;0.001288678
UNDESIRED MOMENTUM;2024-04-01 00:00:00;NUE UN Equity;-0.006717892
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HRL UN Equity;-0.005261085
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CI UN Equity;-0.006690749
UNDESIRED MOMENTUM;2024-04-01 00:00:00;POOL UW Equity;-0.006280081
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DIS UN Equity;-0.009796675
UNDESIRED MOMENTUM;2024-04-01 00:00:00;JNJ UN Equity;-0.015572984
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AEE UN Equity;0.001817361
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SHW UN Equity;-0.001700712
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TAP UN Equity;0.008435988
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TMO UN Equity;-0.008387054
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SBAC UW Equity;-0.001382575
UNDESIRED MOMENTUM;2024-04-01 00:00:00;RHI UN Equity;-0.005802827
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BEN UN Equity;0.004084164
UNDESIRED MOMENTUM;2024-04-01 00:00:00;LOW UN Equity;0.003528625
UNDESIRED MOMENTUM;2024-04-01 00:00:00;FFIV UW Equity;-0.011172508
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DRI UN Equity;-0.001393732
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ARE UN Equity;-0.004238592
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WFC UN Equity;0.012881583
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CCL UN Equity;-0.005698239
UNDESIRED MOMENTUM;2024-04-01 00:00:00;KLAC UW Equity;-0.006632986
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PG UN Equity;0.006492983
UNDESIRED MOMENTUM;2024-04-01 00:00:00;IP UN Equity;0.002649732
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EL UN Equity;-0.009290773
UNDESIRED MOMENTUM;2024-04-01 00:00:00;VZ UN Equity;-0.004564045
UNDESIRED MOMENTUM;2024-04-01 00:00:00;IBM UN Equity;0.002402046
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CHRW UW Equity;0.003989567
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PKG UN Equity;-0.011341692
UNDESIRED MOMENTUM;2024-04-01 00:00:00;KEY UN Equity;-0.001401476
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BF/B UN Equity;-0.002419056
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ES UN Equity;-0.002384194
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TFX UN Equity;-0.008669575
UNDESIRED MOMENTUM;2024-04-01 00:00:00;UHS UN Equity;-0.011035962
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GS UN Equity;0.00677282
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HSIC UW Equity;0.002610868
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TRV UN Equity;-0.009606655
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AJG UN Equity;-0.002241947
UNDESIRED MOMENTUM;2024-04-01 00:00:00;JKHY UW Equity;-0.004711096
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PPL UN Equity;0.006451841
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ORLY UW Equity;0.00329294
UNDESIRED MOMENTUM;2024-04-01 00:00:00;NOC UN Equity;0.001765497
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CAG UN Equity;0.002025173
UNDESIRED MOMENTUM;2024-04-01 00:00:00;VTR UN Equity;-0.003016808
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AMT UN Equity;-0.005268868
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MCD UN Equity;-0.011156803
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AME UN Equity;0.002389163
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DHR UN Equity;0.00024884
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MRO UN Equity;0.006307299
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GILD UW Equity;-0.001658517
UNDESIRED MOMENTUM;2024-04-01 00:00:00;VMC UN Equity;0.004995105
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SPGI UN Equity;-0.00184332
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ODFL UW Equity;-0.01049761
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EBAY UW Equity;0.01165374
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CLX UN Equity;-0.004642528
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TROW UW Equity;-0.00799655
UNDESIRED MOMENTUM;2024-04-01 00:00:00;LUV UN Equity;-0.006974805
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MCHP UW Equity;0.002266063
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DE UN Equity;0.00226519
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CTAS UW Equity;0.008139739
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SRE UN Equity;-0.01038165
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ALB UN Equity;-0.007056111
UNDESIRED MOMENTUM;2024-04-01 00:00:00;O UN Equity;-0.006356323
UNDESIRED MOMENTUM;2024-04-01 00:00:00;KMB UN Equity;-0.003391342
UNDESIRED MOMENTUM;2024-04-01 00:00:00;NTAP UW Equity;0.001776578
UNDESIRED MOMENTUM;2024-04-01 00:00:00;NTRS UW Equity;0.002795393
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CRL UN Equity;-0.001238114
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DD UN Equity;0.006953123
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DOV UN Equity;0.012298309
UNDESIRED MOMENTUM;2024-04-01 00:00:00;STE UN Equity;0.013727343
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BALL UN Equity;-0.003965501
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BRK/B UN Equity;0.009970393
UNDESIRED MOMENTUM;2024-04-01 00:00:00;INTU UW Equity;0.009156254
UNDESIRED MOMENTUM;2024-04-01 00:00:00;IPG UN Equity;-0.014195657
UNDESIRED MOMENTUM;2024-04-01 00:00:00;URI UN Equity;0.023360428
UNDESIRED MOMENTUM;2024-04-01 00:00:00;IRM UN Equity;0.021076855
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AMGN UW Equity;0.003434293
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BK UN Equity;0.002818777
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CVS UN Equity;0.001838537
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AES UN Equity;0.002107775
UNDESIRED MOMENTUM;2024-04-01 00:00:00;J UN Equity;-0.00768284
UNDESIRED MOMENTUM;2024-04-01 00:00:00;F UN Equity;0.000803925
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BXP UN Equity;0.00947262
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ZBH UN Equity;0.013652004
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ILMN UW Equity;-0.00075612
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ATO UN Equity;0.005453618
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DGX UN Equity;-0.017424635
UNDESIRED MOMENTUM;2024-04-01 00:00:00;VRSN UW Equity;-0.003375732
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TRMB UW Equity;-0.002755966
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WMB UN Equity;0.009192116
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PCAR UW Equity;0.012524209
UNDESIRED MOMENTUM;2024-04-01 00:00:00;IFF UN Equity;0.006237465
UNDESIRED MOMENTUM;2024-04-01 00:00:00;LMT UN Equity;0.002781834
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DTE UN Equity;0.002107365
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SEE UN Equity;-0.009171119
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AON UN Equity;0.001767492
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GEN UW Equity;-0.015451015
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SYY UN Equity;-0.008453355
UNDESIRED MOMENTUM;2024-04-01 00:00:00;KR UN Equity;-0.006394438
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SNA UN Equity;0.007759935
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AKAM UW Equity;0.010327641
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MSI UN Equity;0.008133733
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EMR UN Equity;0.003219729
UNDESIRED MOMENTUM;2024-04-01 00:00:00;K UN Equity;-0.001811585
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GPN UN Equity;0.001135444
UNDESIRED MOMENTUM;2024-04-01 00:00:00;FICO UN Equity;0.00935645
UNDESIRED MOMENTUM;2024-04-01 00:00:00;LHX UN Equity;0.016802235
UNDESIRED MOMENTUM;2024-04-01 00:00:00;NI UN Equity;0.006319242
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MET UN Equity;-0.004952682
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BAX UN Equity;-0.007208218
UNDESIRED MOMENTUM;2024-04-01 00:00:00;RJF UN Equity;-0.008275603
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GIS UN Equity;-0.011789404
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HD UN Equity;-0.000949095
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WAB UN Equity;0.004945744
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PTC UW Equity;-0.010465758
UNDESIRED MOMENTUM;2024-04-01 00:00:00;RTX UN Equity;-0.007151804
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CMI UN Equity;0.000808938
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ADSK UW Equity;-0.001085021
UNDESIRED MOMENTUM;2024-04-01 00:00:00;FDS UN Equity;-0.001805031
UNDESIRED MOMENTUM;2024-04-01 00:00:00;STZ UN Equity;-0.002897387
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PAYX UW Equity;-0.015839321
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PFE UN Equity;0.0019689
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ECL UN Equity;0.005013105
UNDESIRED MOMENTUM;2024-04-01 00:00:00;COST UW Equity;-0.008009571
UNDESIRED MOMENTUM;2024-04-01 00:00:00;T UN Equity;0.008078076
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PNW UN Equity;0.005941121
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CMA UN Equity;0.0021805
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PRU UN Equity;-0.005069874
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PXD UN Equity;-0.003242414
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GL UN Equity;-0.006290798
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CVX UN Equity;-0.00518179
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ACN UN Equity;-0.005861092
UNDESIRED MOMENTUM;2024-04-01 00:00:00;FE UN Equity;-0.003919367
UNDESIRED MOMENTUM;2024-04-01 00:00:00;UDR UN Equity;0.008844053
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AAPL UW Equity;-0.005526482
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AOS UN Equity;0.004527769
UNDESIRED MOMENTUM;2024-04-01 00:00:00;FIS UN Equity;-0.002909471
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SO UN Equity;0.002618267
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CPT UN Equity;-0.011706497
UNDESIRED MOMENTUM;2024-04-01 00:00:00;LLY UN Equity;0.00203685
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MHK UN Equity;-0.012854149
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BBY UN Equity;-0.002238734
UNDESIRED MOMENTUM;2024-04-01 00:00:00;USB UN Equity;0.002585598
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ETN UN Equity;-0.007208376
UNDESIRED MOMENTUM;2024-04-01 00:00:00;YUM UN Equity;0.009077509
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PLD UN Equity;-0.000279906
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MTB UN Equity;-0.001762923
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MMC UN Equity;0.000267105
UNDESIRED MOMENTUM;2024-04-01 00:00:00;VRTX UW Equity;0.005856736
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HPQ UN Equity;-0.007203066
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AZO UN Equity;0.006328585
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DVA UN Equity;0.016552428
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MCO UN Equity;0.001154538
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WHR UN Equity;0.006785262
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HIG UN Equity;0.00333678
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CL UN Equity;-0.003407201
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BDX UN Equity;0.007013397
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ROL UN Equity;0.004445342
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GE UN Equity;0.029238776
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EQR UN Equity;-0.004766931
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MO UN Equity;-0.006762297
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PHM UN Equity;0.011672332
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AMAT UW Equity;0.00774748
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AVY UN Equity;0.008032652
UNDESIRED MOMENTUM;2024-04-01 00:00:00;NEE UN Equity;-0.018563741
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EFX UN Equity;0.007907523
UNDESIRED MOMENTUM;2024-04-01 00:00:00;FCX UN Equity;-0.001192094
UNDESIRED MOMENTUM;2024-04-01 00:00:00;IT UN Equity;0.000193884
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TECH UW Equity;0.000991853
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BBWI UN Equity;-0.000579419
UNDESIRED MOMENTUM;2024-04-01 00:00:00;KO UN Equity;-0.002230723
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SWK UN Equity;0.004573776
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SWKS UW Equity;0.000559058
UNDESIRED MOMENTUM;2024-04-01 00:00:00;JBHT UW Equity;0.003733078
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SYK UN Equity;0.010849376
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ZION UW Equity;0.008185775
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ADBE UW Equity;0.013240975
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PGR UN Equity;0.002415954
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DLTR UW Equity;0.004501386
UNDESIRED MOMENTUM;2024-04-01 00:00:00;UPS UN Equity;-0.008458149
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ELV UN Equity;0.003112536
UNDESIRED MOMENTUM;2024-04-01 00:00:00;IDXX UW Equity;0.010224698
UNDESIRED MOMENTUM;2024-04-01 00:00:00;RVTY UN Equity;-0.007313981
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BWA UN Equity;0.01066893
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MLM UN Equity;-0.004588985
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PPG UN Equity;-0.012238632
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CMS UN Equity;0.009899856
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BKNG UW Equity;-0.000650595
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ON UW Equity;-0.012302845
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HOLX UW Equity;0.005386735
UNDESIRED MOMENTUM;2024-04-01 00:00:00;D UN Equity;0.004558259
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ZBRA UW Equity;0.002845559
UNDESIRED MOMENTUM;2024-04-01 00:00:00;DOC UN Equity;0.009582374
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ISRG UW Equity;0.015342731
UNDESIRED MOMENTUM;2024-04-01 00:00:00;QCOM UW Equity;-0.018196567
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EXPD UW Equity;0.002153044
UNDESIRED MOMENTUM;2024-04-01 00:00:00;JPM UN Equity;0.003086515
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TPR UN Equity;0.005281458
UNDESIRED MOMENTUM;2024-04-01 00:00:00;INTC UW Equity;0.007608145
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BAC UN Equity;-0.010067175
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BSX UN Equity;0.009927462
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CSGP UW Equity;-0.003733243
UNDESIRED MOMENTUM;2024-04-01 00:00:00;OKE UN Equity;0.007221433
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SLB UN Equity;-0.001144089
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EMN UN Equity;0.007595281
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SNPS UW Equity;-0.019626234
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GPC UN Equity;-0.022468642
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ATVI UW Equity;-0.001473113
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EOG UN Equity;0.000343588
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BA UN Equity;-0.001692349
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CAH UN Equity;0.015648763
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TXT UN Equity;-0.001373788
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HES UN Equity;0.009143998
UNDESIRED MOMENTUM;2024-04-01 00:00:00;STT UN Equity;-0.010351893
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ALL UN Equity;-0.006037276
UNDESIRED MOMENTUM;2024-04-01 00:00:00;APD UN Equity;-0.002075485
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CNP UN Equity;-0.004306999
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AXON UW Equity;0.006139589
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EG UN Equity;-0.000513876
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WAT UN Equity;-0.006020495
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PEG UN Equity;-0.000653285
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EW UN Equity;-0.016458348
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BG UN Equity;0.003566691
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HSY UN Equity;0.003229638
UNDESIRED MOMENTUM;2024-04-01 00:00:00;XOM UN Equity;0.00270567
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EIX UN Equity;0.00357959
UNDESIRED MOMENTUM;2024-04-01 00:00:00;VLO UN Equity;-0.010596966
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PCG UN Equity;0.009770273
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CTRA UN Equity;-0.007616416
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TGT UN Equity;-0.00145253
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BMY UN Equity;-0.005125055
UNDESIRED MOMENTUM;2024-04-01 00:00:00;C UN Equity;-0.020280804
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CCI UN Equity;-0.011669125
UNDESIRED MOMENTUM;2024-04-01 00:00:00;RMD UN Equity;-0.017278436
UNDESIRED MOMENTUM;2024-04-01 00:00:00;HAL UN Equity;-0.005437936
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PNR UN Equity;0.004452577
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TSN UN Equity;-0.001560499
UNDESIRED MOMENTUM;2024-04-01 00:00:00;REGN UW Equity;-8.63971E-05
UNDESIRED MOMENTUM;2024-04-01 00:00:00;PWR UN Equity;0.007737574
UNDESIRED MOMENTUM;2024-04-01 00:00:00;IVZ UN Equity;0.00079688
UNDESIRED MOMENTUM;2024-04-01 00:00:00;RSG UN Equity;0.009637705
UNDESIRED MOMENTUM;2024-04-01 00:00:00;RL UN Equity;-0.002061319
UNDESIRED MOMENTUM;2024-04-01 00:00:00;UNP UN Equity;-0.00030801
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MAA UN Equity;-0.00759631
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AXP UN Equity;-0.015329466
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CB UN Equity;0.002230712
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CPB UN Equity;0.004278651
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ADM UN Equity;-0.000693175
UNDESIRED MOMENTUM;2024-04-01 00:00:00;OMC UN Equity;0.001958596
UNDESIRED MOMENTUM;2024-04-01 00:00:00;KIM UN Equity;-0.000519375
UNDESIRED MOMENTUM;2024-04-01 00:00:00;OXY UN Equity;-0.010884201
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ESS UN Equity;0.005950731
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BRO UN Equity;-0.001689681
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TFC UN Equity;-0.000356875
UNDESIRED MOMENTUM;2024-04-01 00:00:00;COP UN Equity;-0.008283527
UNDESIRED MOMENTUM;2024-04-01 00:00:00;EA UW Equity;0.006005595
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TTWO UW Equity;-0.006076236
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CSCO UW Equity;0.008655256
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WRB UN Equity;-0.008458278
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AFL UN Equity;0.011076289
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AMZN UW Equity;-0.011958126
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CAT UN Equity;0.021390552
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WMT UN Equity;0.00055892
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CINF UW Equity;-0.003400099
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WEC UN Equity;0.005723302
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MAS UN Equity;-0.02102857
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CTSH UW Equity;0.005587635
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ALGN UW Equity;0.00483375
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MRK UN Equity;-0.000786084
UNDESIRED MOMENTUM;2024-04-01 00:00:00;L UN Equity;0.003212401
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WY UN Equity;-0.005879337
UNDESIRED MOMENTUM;2024-04-01 00:00:00;SJM UN Equity;-0.004370657
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ETR UN Equity;-0.010384923
UNDESIRED MOMENTUM;2024-04-01 00:00:00;AVB UN Equity;0.005308146
UNDESIRED MOMENTUM;2024-04-01 00:00:00;RCL UN Equity;0.021949314
UNDESIRED MOMENTUM;2024-04-01 00:00:00;CHD UN Equity;0.012915022
UNDESIRED MOMENTUM;2024-04-01 00:00:00;GD UN Equity;-0.004807028
UNDESIRED MOMENTUM;2024-04-01 00:00:00;WST UN Equity;0.00850758
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ROST UW Equity;0.010648172
UNDESIRED MOMENTUM;2024-04-01 00:00:00;APH UN Equity;-0.011047587
UNDESIRED MOMENTUM;2024-04-01 00:00:00;XRAY UW Equity;0.011324558
UNDESIRED MOMENTUM;2024-04-01 00:00:00;ED UN Equity;-0.001226532
UNDESIRED MOMENTUM;2024-04-01 00:00:00;TJX UN Equity;0.022739251
UNDESIRED MOMENTUM;2024-04-01 00:00:00;MDT UN Equity;0.000815401
UNDESIRED MOMENTUM;2024-04-01 00:00:00;LRCX UW Equity;-0.005023941
UNDESIRED MOMENTUM;2024-04-01 00:00:00;BIIB UW Equity;-0.004174246
